Cell	Overlap	Total	Ratio	Mean	STD	Z-score	Enrichment	P-val	 Null_Model	disease	BH_FDR5per	BH_corrected_pval	Bon_corrected_pval	neg_log_ten	BH_neg_log_ten	Bon_neg_log_ten
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	1	5	0.2	0.38961	0.560403	1.0892	2.56667	0.138034	Null_Model_GWAS_SNP_SNPmatch	Clinical laboratory measurements	False	0.610185132183908	1.0	0.8600139266880251	0.21453837861618152	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	11	100	0.11	12.2937	2.99126	-0.432495	0.894767	0.667309	Null_Model_GWAS_SNP_SNPmatch	Waist circumference adjusted for body mass index	False	0.8142099760383388	1.0	0.17567301777776306	0.0892635807678946	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	0	5	0.0	0.287712	0.503129	0.0	0.0	0.5	Null_Model_GWAS_SNP_SNPmatch	Stroke  ischemic	False	0.683358633273703	1.0	0.3010299956639812	0.16535131451108545	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	3	21	0.142857	1.81718	1.21472	0.973737	1.65091	0.165094	Null_Model_GWAS_SNP_SNPmatch	Myocardial infarction	False	0.6493834307692308	1.0	0.782268709985186	0.18749879673449357	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	7	41	0.170732	5.20879	1.98226	0.903619	1.34388	0.183099	Null_Model_GWAS_SNP_SNPmatch	Triglyceride levels	False	0.683358633273703	1.0	0.7373140276025517	0.16535131451108545	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	1	14	0.0714286	0.869131	0.894347	0.146329	1.15057	0.441831	Null_Model_GWAS_SNP_SNPmatch	Polycystic ovary syndrome	False	0.683358633273703	1.0	0.354743816177069	0.16535131451108545	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	2	5	0.4	0.746254	0.8207	1.52765	2.68005	0.0632991	Null_Model_GWAS_SNP_SNPmatch	QRS complex  Sokolow Lyon	False	0.4118117915254237	1.0	1.1986024648296023	0.38530122226119146	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	43	197	0.218274	20.0829	4.10659	5.58056	2.14112	1.19875e-08	Null_Model_GWAS_SNP_SNPmatch	Inflammatory bowel disease	True	6.097641666666667e-07	9.1464625e-06	7.92127137982128	6.214838100922081	5.038746841866399
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	6	12	0.5	1.54246	1.07166	4.15949	3.8899	1.59478e-05	Null_Model_GWAS_SNP_SNPmatch	Celiac disease or Rheumatoid arthritis	True	0.00041959211724137936	0.0121681714	4.797299219425559	3.3771726793696346	1.9147746814706783
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	0	17	0.0	1.04795	0.949578	0.0	0.0	0.5	Null_Model_GWAS_SNP_SNPmatch	Post bronchodilator FEV1 FVC ratio	False	0.683358633273703	1.0	0.3010299956639812	0.16535131451108545	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	9	32	0.28125	2.60539	1.52615	4.19003	3.45437	1.39461e-05	Null_Model_GWAS_SNP_SNPmatch	Primary biliary cholangitis	True	0.000380031225	0.0106408743	4.8555472250272365	3.4201807184145756	1.9730226870723562
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	12	135	0.0888889	13.0799	3.15905	-0.341849	0.917437	0.633768	Null_Model_GWAS_SNP_SNPmatch	Blood metabolite levels	False	0.7914320523731587	1.0	0.19806969284257378	0.10158636513024756	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	1	10	0.1	0.778222	0.76208	0.291017	1.28498	0.385519	Null_Model_GWAS_SNP_SNPmatch	Self rated health	False	0.683358633273703	1.0	0.4139542132243961	0.16535131451108545	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	15	177	0.0847458	21.3377	3.94663	-1.60584	0.702982	0.945846	Null_Model_GWAS_SNP_SNPmatch	FEV1	False	0.9830211714285714	1.0	0.024179568455115083	0.007437128621995662	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	17	108	0.157407	10.6833	2.81791	2.24162	1.59127	0.0124929	Null_Model_GWAS_SNP_SNPmatch	Low density lipoprotein cholesterol levels	False	0.11768003333333332	1.0	1.9033367363411156	0.9292972172648849	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	2	47	0.0425532	3.45554	1.61192	-0.902991	0.57878	0.816735	Null_Model_GWAS_SNP_SNPmatch	Central corneal thickness	False	0.8992334848484849	1.0	0.08791883294931038	0.046127529606236645	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	2	37	0.0540541	4.34066	1.76715	-1.32454	0.460759	0.907337	Null_Model_GWAS_SNP_SNPmatch	Feeling nervous	False	0.9615251819444444	1.0	0.042231378808390584	0.017039337284778595	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	3	9	0.333333	0.924076	0.783728	2.64878	3.24649	0.00403913	Null_Model_GWAS_SNP_SNPmatch	Follicular lymphoma	True	0.049707357903225814	1.0	2.393712168772552	1.3035793203159256	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	1	12	0.0833333	0.767233	0.8067	0.288542	1.30339	0.386466	Null_Model_GWAS_SNP_SNPmatch	Amyotrophic lateral sclerosis	False	0.683358633273703	1.0	0.41288870785664755	0.16535131451108545	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	0	10	0.0	1.04396	0.924157	0.0	0.0	0.5	Null_Model_GWAS_SNP_SNPmatch	C reactive protein	False	0.683358633273703	1.0	0.3010299956639812	0.16535131451108545	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	33	218	0.151376	15.6444	3.63997	4.76807	2.10939	9.29987e-07	Null_Model_GWAS_SNP_SNPmatch	Monocyte count	True	3.547900405e-05	0.0007095800809999999	6.031523122271576	4.4500285799806765	3.1489985843166957
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	11	127	0.0866142	15.7732	3.45999	-1.37955	0.697384	0.916137	Null_Model_GWAS_SNP_SNPmatch	Menarche  age at onset	False	0.9642964256198346	1.0	0.03803957666503233	0.015789443045119162	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	2	23	0.0869565	2.57642	1.45959	-0.394922	0.77627	0.65355	Null_Model_GWAS_SNP_SNPmatch	Heart rate	False	0.80734042394822	1.0	0.18472118100856488	0.09294330162518583	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	2	20	0.1	1.71828	1.21924	0.23106	1.16395	0.408634	Null_Model_GWAS_SNP_SNPmatch	Benign prostatic hyperplasia and lower urinary tract symptoms	False	0.683358633273703	1.0	0.3886655011444138	0.16535131451108545	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	15	125	0.12	12.9121	3.09843	0.673861	1.1617	0.2502	Null_Model_GWAS_SNP_SNPmatch	Macular thickness	False	0.683358633273703	1.0	0.6017126946425989	0.16535131451108545	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	8	46	0.173913	5.34066	2.04569	1.29997	1.49794	0.0968049	Null_Model_GWAS_SNP_SNPmatch	Fibrinogen levels	False	0.5165184524475525	1.0	1.0141026593331088	0.28691415884329025	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	7	43	0.162791	5.95205	2.22074	0.471893	1.17607	0.318502	Null_Model_GWAS_SNP_SNPmatch	Reaction time	False	0.683358633273703	1.0	0.4968878362132879	0.16535131451108545	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	3	6	0.5	1.33167	0.872861	1.91134	2.25281	0.0279806	Null_Model_GWAS_SNP_SNPmatch	Cotinine glucuronidation	False	0.22238747708333337	1.0	1.5531429769816003	0.6528896720662881	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	3	9	0.333333	1.94605	1.17179	0.899434	1.54158	0.184211	Null_Model_GWAS_SNP_SNPmatch	Invasive epithelial ovarian cancer	False	0.683358633273703	1.0	0.7346844398467499	0.16535131451108545	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	2	12	0.166667	1.3986	1.07515	0.55936	1.43	0.287958	Null_Model_GWAS_SNP_SNPmatch	Antineutrophil cytoplasmic antibody associated vasculitis	False	0.683358633273703	1.0	0.5406708514713112	0.16535131451108545	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	4	27	0.148148	1.71329	1.20196	1.90248	2.33469	0.028554	Null_Model_GWAS_SNP_SNPmatch	Varicose veins	False	0.22460517525773194	1.0	1.544333044817599	0.6485802411289633	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	1	24	0.0416667	2.95804	1.48601	-1.31765	0.338061	0.906189	Null_Model_GWAS_SNP_SNPmatch	Pulmonary function	False	0.9615251819444444	1.0	0.04278121391615286	0.017039337284778595	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	0	5	0.0	0.0739261	0.269313	0.0	0.0	0.5	Null_Model_GWAS_SNP_SNPmatch	Polychlorinated biphenyl levels	False	0.683358633273703	1.0	0.3010299956639812	0.16535131451108545	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	3	10	0.3	1.61838	1.08546	1.27284	1.8537	0.101537	Null_Model_GWAS_SNP_SNPmatch	Ovarian cancer	False	0.5231419144736843	1.0	0.9933756723544287	0.28138048261950277	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	1	12	0.0833333	1.28671	1.0103	-0.283789	0.777174	0.611714	Null_Model_GWAS_SNP_SNPmatch	Serum metabolite ratios in chronic kidney disease	False	0.7766019667221298	1.0	0.21345157990244326	0.10980151395030231	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	22	291	0.0756014	36.0919	5.09917	-2.76357	0.609555	0.997141	Null_Model_GWAS_SNP_SNPmatch	Neuroticism	False	0.999999	1.0	0.0012434262497665353	4.34294699063126e-07	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	0	10	0.0	1.0979	0.926502	0.0	0.0	0.5	Null_Model_GWAS_SNP_SNPmatch	Neonatal cytokine chemokine levels  fetal genetic effect	False	0.683358633273703	1.0	0.3010299956639812	0.16535131451108545	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	7	37	0.189189	2.96603	1.60588	2.512	2.36005	0.00600246	Null_Model_GWAS_SNP_SNPmatch	Tonsillectomy	False	0.065426814	1.0	2.221670725371253	1.1842442274306293	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	4	39	0.102564	5.83616	2.08594	-0.880259	0.685382	0.81064	Null_Model_GWAS_SNP_SNPmatch	Smoking initiation	False	0.8951061070911723	1.0	0.09117197035663158	0.048125479775949484	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	4	46	0.0869565	5.22877	2.08677	-0.588839	0.764998	0.722015	Null_Model_GWAS_SNP_SNPmatch	QRS duration	False	0.8397826905487804	1.0	0.1414537797855424	0.07583308120632225	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	0	7	0.0	0.574426	0.699075	0.0	0.0	0.5	Null_Model_GWAS_SNP_SNPmatch	Parental longevity  combined parental age at death	False	0.683358633273703	1.0	0.3010299956639812	0.16535131451108545	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	1	9	0.111111	0.957043	0.815569	0.0526713	1.04489	0.478997	Null_Model_GWAS_SNP_SNPmatch	B cell malignancies  chronic lymphocytic leukemia  Hodgkin lymphoma or multiple myeloma   pleiotropy	False	0.683358633273703	1.0	0.3196672066011481	0.16535131451108545	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	3	32	0.09375	3.29171	1.56934	-0.18588	0.911381	0.573731	Null_Model_GWAS_SNP_SNPmatch	Educational attainment  college completion	False	0.7457525604770017	1.0	0.24129168355801464	0.12740524685074867	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	0	7	0.0	0.545455	0.669464	0.0	0.0	0.5	Null_Model_GWAS_SNP_SNPmatch	Response to anti retroviral therapy  ddI d4T  in HIV 1 infection  Grade 3 peripheral neuropathy	False	0.683358633273703	1.0	0.3010299956639812	0.16535131451108545	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	1	5	0.2	0.404595	0.607568	0.97998	2.4716	0.163548	Null_Model_GWAS_SNP_SNPmatch	Dentate gyrus molecular layer volume	False	0.6493834307692308	1.0	0.7863547624180867	0.18749879673449357	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	0	6	0.0	1.12388	0.875579	0.0	0.0	0.5	Null_Model_GWAS_SNP_SNPmatch	Adolescent idiopathic scoliosis	False	0.683358633273703	1.0	0.3010299956639812	0.16535131451108545	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	0	8	0.0	0.84016	0.869727	0.0	0.0	0.5	Null_Model_GWAS_SNP_SNPmatch	Serum 25 Hydroxyvitamin D levels	False	0.683358633273703	1.0	0.3010299956639812	0.16535131451108545	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	25	96	0.260417	9.44655	2.73192	5.69323	2.64647	6.233e-09	Null_Model_GWAS_SNP_SNPmatch	Systemic lupus erythematosus	True	3.658291538461538e-07	4.755779e-06	8.205302873108002	6.436721687459958	5.322778335153121
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	4	37	0.108108	2.75425	1.47022	0.847326	1.4523	0.198407	Null_Model_GWAS_SNP_SNPmatch	Alzheimer s disease  late onset	False	0.683358633273703	1.0	0.7024430095621603	0.16535131451108545	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	4	30	0.133333	3.47952	1.61116	0.323047	1.14958	0.37333	Null_Model_GWAS_SNP_SNPmatch	Coronary heart disease	False	0.683358633273703	1.0	0.42790710969609447	0.16535131451108545	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	21	168	0.125	11.95	3.10636	2.91336	1.75731	0.00178783	Null_Model_GWAS_SNP_SNPmatch	White blood cell count	True	0.024802078	1.0	2.747673779484153	1.6055119310235162	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	15	103	0.145631	11.3716	2.98157	1.21693	1.31907	0.111815	Null_Model_GWAS_SNP_SNPmatch	Autism spectrum disorder or schizophrenia	False	0.5504183548387096	1.0	0.9514999318677175	0.25930709208312863	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	3	17	0.176471	2.36763	1.13521	0.557047	1.26709	0.288748	Null_Model_GWAS_SNP_SNPmatch	Feeling guilty	False	0.683358633273703	1.0	0.5394810152105245	0.16535131451108545	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	1	5	0.2	0.556444	0.667129	0.664874	1.79713	0.253066	Null_Model_GWAS_SNP_SNPmatch	Cutaneous psoriasis	False	0.683358633273703	1.0	0.5967661993864481	0.16535131451108545	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	0	35	0.0	3.61239	1.68689	0.0	0.0	0.5	Null_Model_GWAS_SNP_SNPmatch	Motion sickness	False	0.683358633273703	1.0	0.3010299956639812	0.16535131451108545	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_filtered_PIR_overlapRE_intersection	2	10	0.2	0.816184	0.904532	1.30876	2.45043	0.0953076	Null_Model_GWAS_SNP_SNPmatch	IgA nephropathy	False	0.5165184524475525	1.0	1.0208724665551725	0.28691415884329025	-0.0
