Cell	Overlap	Total	Ratio	Mean	STD	Z-score	Enrichment	P-val	 Null_Model	disease	BH_FDR5per	BH_corrected_pval	Bon_corrected_pval	neg_log_ten	BH_neg_log_ten	Bon_neg_log_ten
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	2	27	0.0740741	2.68332	1.41725	-0.482141	0.745346	0.685147	Null_Model_GWAS_SNP_SNPmatch	Sleep duration  short sleep	False	0.82455388170347	1.0	0.1642162395445147	0.08378095947136689	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	1	11	0.0909091	0.873127	0.838384	0.151331	1.14531	0.439857	Null_Model_GWAS_SNP_SNPmatch	Parental longevity  combined parental attained age  Martingale residuals	False	0.6886281588447654	1.0	0.35668849216157916	0.16201522243753047	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	7	70	0.1	4.5015	1.95045	1.28099	1.55504	0.100099	Null_Model_GWAS_SNP_SNPmatch	White blood cell count  basophil	False	0.5067128476821192	1.0	0.9995702611485657	0.29523808405211005	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	134	1483	0.0903574	109.964	9.23216	2.6035	1.21858	0.0046138	Null_Model_GWAS_SNP_SNPmatch	Blood protein levels	False	0.05333832424242424	1.0	2.335941235298008	1.272960632884996	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	1	10	0.1	0.355644	0.580853	1.10933	2.8118	0.133645	Null_Model_GWAS_SNP_SNPmatch	Squamous cell carcinoma	False	0.6033794970414201	1.0	0.8740472846667343	0.21940945132552747	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	1	13	0.0769231	1.28671	1.01129	-0.283512	0.777174	0.611608	Null_Model_GWAS_SNP_SNPmatch	Venous thromboembolism	False	0.7729088940397352	1.0	0.2135268425319013	0.11187169514722724	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	1	6	0.166667	0.513487	0.667883	0.728441	1.94747	0.233172	Null_Model_GWAS_SNP_SNPmatch	N glycan levels	False	0.6886281588447654	1.0	0.6323236021788196	0.16201522243753047	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	25	210	0.119048	16.977	3.72833	2.15189	1.47258	0.0157029	Null_Model_GWAS_SNP_SNPmatch	Breast cancer	False	0.1377162379310345	1.0	1.8040201349988656	0.8610148496626036	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	1	5	0.2	0.271728	0.508026	1.43353	3.68015	0.0758527	Null_Model_GWAS_SNP_SNPmatch	Alcohol consumption  transferrin glycosylation	False	0.45215320390624997	1.0	1.1200289557575216	0.34471438745050953	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	3	36	0.0833333	2.67732	1.55202	0.207908	1.12052	0.417651	Null_Model_GWAS_SNP_SNPmatch	Basal cell carcinoma	False	0.6886281588447654	1.0	0.379186474406664	0.16201522243753047	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	1	5	0.2	0.417582	0.628849	0.926165	2.39474	0.17718	Null_Model_GWAS_SNP_SNPmatch	Clinical laboratory measurements	False	0.682769393939394	1.0	0.7515853026512779	0.16572595495792855	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	11	100	0.11	12.3696	3.08727	-0.443638	0.889275	0.671348	Null_Model_GWAS_SNP_SNPmatch	Waist circumference adjusted for body mass index	False	0.8195816383999999	1.0	0.17305230054353823	0.08640777993273302	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	0	5	0.0	0.334665	0.566469	0.0	0.0	0.5	Null_Model_GWAS_SNP_SNPmatch	Stroke  ischemic	False	0.6886281588447654	1.0	0.3010299956639812	0.16201522243753047	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	3	21	0.142857	1.82617	1.21892	0.963009	1.64278	0.167772	Null_Model_GWAS_SNP_SNPmatch	Myocardial infarction	False	0.6667189375000001	1.0	0.775280518240142	0.17605720898881103	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	7	41	0.170732	5.25475	2.0494	0.851593	1.33213	0.19722	Null_Model_GWAS_SNP_SNPmatch	Triglyceride levels	False	0.6886281588447654	1.0	0.705049045534732	0.16201522243753047	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	1	14	0.0714286	0.875125	0.932411	0.133927	1.14269	0.44673	Null_Model_GWAS_SNP_SNPmatch	Polycystic ovary syndrome	False	0.6886281588447654	1.0	0.34995488165179284	0.16201522243753047	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	2	5	0.4	0.746254	0.770421	1.62735	2.68005	0.0518312	Null_Model_GWAS_SNP_SNPmatch	QRS complex  Sokolow Lyon	False	0.36281840000000004	1.0	1.2854087362242284	0.44031069620997143	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	43	197	0.218274	20.3297	3.93131	5.76661	2.11514	4.04415e-09	Null_Model_GWAS_SNP_SNPmatch	Inflammatory bowel disease	True	2.3736049615384615e-07	3.08568645e-06	8.393172744534017	6.624591558885972	5.510648206579135
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	6	12	0.5	1.52747	1.09339	4.09053	3.92806	2.15197e-05	Null_Model_GWAS_SNP_SNPmatch	Celiac disease or Rheumatoid arthritis	True	0.0005470168516129032	0.0164195311	4.6671637873389535	3.2619992944165426	1.784639249384073
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	0	17	0.0	1.03397	0.947019	0.0	0.0	0.5	Null_Model_GWAS_SNP_SNPmatch	Post bronchodilator FEV1 FVC ratio	False	0.6886281588447654	1.0	0.3010299956639812	0.16201522243753047	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	9	32	0.28125	2.68531	1.54268	4.09331	3.35156	2.12629e-05	Null_Model_GWAS_SNP_SNPmatch	Primary biliary cholangitis	True	0.0005470168516129032	0.0162235927	4.67237750330724	3.2619992944165426	1.78985296535236
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	12	135	0.0888889	12.9471	3.3332	-0.284128	0.926852	0.611844	Null_Model_GWAS_SNP_SNPmatch	Blood metabolite levels	False	0.7729088940397352	1.0	0.21335929448097588	0.11187169514722724	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	1	10	0.1	0.821179	0.780379	0.229147	1.21776	0.409377	Null_Model_GWAS_SNP_SNPmatch	Self rated health	False	0.6886281588447654	1.0	0.3878765609252909	0.16201522243753047	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	15	177	0.0847458	21.3646	3.98546	-1.59696	0.702095	0.944863	Null_Model_GWAS_SNP_SNPmatch	FEV1	False	0.980857780952381	1.0	0.0246311572656371	0.008393958394951537	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	17	108	0.157407	10.5325	2.9474	2.19431	1.61406	0.0141064	Null_Model_GWAS_SNP_SNPmatch	Low density lipoprotein cholesterol levels	False	0.12813313333333332	1.0	1.8505838054956865	0.8923385536026878	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	2	47	0.0425532	3.46254	1.74896	-0.836235	0.577611	0.798489	Null_Model_GWAS_SNP_SNPmatch	Central corneal thickness	False	0.8881876122448978	1.0	0.09773106233352137	0.051495288324244964	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	2	37	0.0540541	4.33267	1.6674	-1.39899	0.461609	0.919091	Null_Model_GWAS_SNP_SNPmatch	Feeling nervous	False	0.9678335775034295	1.0	0.03664148661030406	0.014199314784231585	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	3	9	0.333333	0.977023	0.834549	2.42404	3.07055	0.00767452	Null_Model_GWAS_SNP_SNPmatch	Follicular lymphoma	False	0.08247406704225352	1.0	2.114948777788267	1.0836825885524621	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	1	12	0.0833333	0.817183	0.815809	0.224093	1.22372	0.411342	Null_Model_GWAS_SNP_SNPmatch	Amyotrophic lateral sclerosis	False	0.6886281588447654	1.0	0.3857969446678405	0.16201522243753047	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	0	10	0.0	0.968032	0.942856	0.0	0.0	0.5	Null_Model_GWAS_SNP_SNPmatch	C reactive protein	False	0.6886281588447654	1.0	0.3010299956639812	0.16201522243753047	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	33	218	0.151376	15.4715	3.6386	4.81736	2.13295	7.27344e-07	Null_Model_GWAS_SNP_SNPmatch	Monocyte count	True	2.6426831999999997e-05	0.000554963472	6.138260139392401	4.577954896171439	3.2557356014375203
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	11	127	0.0866142	15.9101	3.46784	-1.41589	0.691385	0.921597	Null_Model_GWAS_SNP_SNPmatch	Menarche  age at onset	False	0.9678335775034295	1.0	0.035458947642180765	0.014199314784231585	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	2	23	0.0869565	2.62338	1.46936	-0.424251	0.762376	0.664309	Null_Model_GWAS_SNP_SNPmatch	Heart rate	False	0.8162121851851851	1.0	0.17762986373508757	0.08819692595678734	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	2	20	0.1	1.66533	1.14494	0.2923	1.20096	0.385029	Null_Model_GWAS_SNP_SNPmatch	Benign prostatic hyperplasia and lower urinary tract symptoms	False	0.6886281588447654	1.0	0.41450655863264424	0.16201522243753047	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	15	125	0.12	13.1568	3.17307	0.580875	1.14009	0.280662	Null_Model_GWAS_SNP_SNPmatch	Macular thickness	False	0.6886281588447654	1.0	0.5518163843284387	0.16201522243753047	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	8	46	0.173913	5.24376	2.01805	1.3658	1.52562	0.0860015	Null_Model_GWAS_SNP_SNPmatch	Fibrinogen levels	False	0.4720801762589928	1.0	1.0654939739187377	0.3259842362179522	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	7	43	0.162791	5.92108	2.17089	0.496995	1.18222	0.309596	Null_Model_GWAS_SNP_SNPmatch	Reaction time	False	0.6886281588447654	1.0	0.5092046590652103	0.16201522243753047	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	3	6	0.5	1.32967	0.837382	1.9947	2.2562	0.0230376	Null_Model_GWAS_SNP_SNPmatch	Cotinine glucuronidation	False	0.19106183478260869	1.0	1.6375627666137191	0.718826056004394	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	3	9	0.333333	1.92907	1.18658	0.902537	1.55515	0.183386	Null_Model_GWAS_SNP_SNPmatch	Invasive epithelial ovarian cancer	False	0.6886281588447654	1.0	0.7366338221819422	0.16201522243753047	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	2	12	0.166667	1.35065	1.03823	0.62544	1.48077	0.265841	Null_Model_GWAS_SNP_SNPmatch	Antineutrophil cytoplasmic antibody associated vasculitis	False	0.6886281588447654	1.0	0.575378038063738	0.16201522243753047	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	4	27	0.148148	1.67832	1.18086	1.9661	2.38333	0.0246436	Null_Model_GWAS_SNP_SNPmatch	Varicose veins	False	0.20218351397849463	1.0	1.6082958490265988	0.6942542596256536	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	1	24	0.0416667	3.08591	1.46922	-1.41974	0.324053	0.922158	Null_Model_GWAS_SNP_SNPmatch	Pulmonary function	False	0.9678335775034295	1.0	0.03519466175618563	0.014199314784231585	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	0	5	0.0	0.0659341	0.248291	0.0	0.0	0.5	Null_Model_GWAS_SNP_SNPmatch	Polychlorinated biphenyl levels	False	0.6886281588447654	1.0	0.3010299956639812	0.16201522243753047	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	3	10	0.3	1.66833	1.08161	1.23119	1.7982	0.109126	Null_Model_GWAS_SNP_SNPmatch	Ovarian cancer	False	0.5337380641025641	1.0	0.962071763515542	0.2726718239151232	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	1	12	0.0833333	1.31469	1.0089	-0.31191	0.760638	0.622446	Null_Model_GWAS_SNP_SNPmatch	Serum metabolite ratios in chronic kidney disease	False	0.7811287796052633	1.0	0.20589831960455138	0.1072773609224058	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	22	291	0.0756014	35.8661	5.23756	-2.64744	0.613392	0.995945	Null_Model_GWAS_SNP_SNPmatch	Neuroticism	False	0.999999	1.0	0.001764644363487423	4.34294699063126e-07	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	0	10	0.0	1.15684	0.943597	0.0	0.0	0.5	Null_Model_GWAS_SNP_SNPmatch	Neonatal cytokine chemokine levels  fetal genetic effect	False	0.6886281588447654	1.0	0.3010299956639812	0.16201522243753047	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	7	37	0.189189	3.01399	1.52768	2.6092	2.32251	0.00453777	Null_Model_GWAS_SNP_SNPmatch	Tonsillectomy	False	0.05326643861538462	1.0	2.3431575204083845	1.2735463390963595	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	4	39	0.102564	5.84216	2.10881	-0.873555	0.684679	0.80882	Null_Model_GWAS_SNP_SNPmatch	Smoking initiation	False	0.8911476666666667	1.0	0.09214811831932103	0.0500503256995599	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	4	46	0.0869565	5.07193	2.05835	-0.52077	0.788655	0.698736	Null_Model_GWAS_SNP_SNPmatch	QRS duration	False	0.826876703875969	1.0	0.15568688062059355	0.08255924355302695	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	0	7	0.0	0.547453	0.697134	0.0	0.0	0.5	Null_Model_GWAS_SNP_SNPmatch	Parental longevity  combined parental age at death	False	0.6886281588447654	1.0	0.3010299956639812	0.16201522243753047	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	1	9	0.111111	0.969031	0.749693	0.0413089	1.03196	0.483525	Null_Model_GWAS_SNP_SNPmatch	B cell malignancies  chronic lymphocytic leukemia  Hodgkin lymphoma or multiple myeloma   pleiotropy	False	0.6886281588447654	1.0	0.31558106639719424	0.16201522243753047	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	3	32	0.09375	3.1968	1.60195	-0.122853	0.938437	0.548888	Null_Model_GWAS_SNP_SNPmatch	Educational attainment  college completion	False	0.7283505113043479	1.0	0.26051626382714926	0.13765957056189926	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	0	7	0.0	0.536464	0.694924	0.0	0.0	0.5	Null_Model_GWAS_SNP_SNPmatch	Response to anti retroviral therapy  ddI d4T  in HIV 1 infection  Grade 3 peripheral neuropathy	False	0.6886281588447654	1.0	0.3010299956639812	0.16201522243753047	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	1	5	0.2	0.360639	0.555706	1.15054	2.77285	0.124961	Null_Model_GWAS_SNP_SNPmatch	Dentate gyrus molecular layer volume	False	0.5794638181818182	1.0	0.9032255080126761	0.2369736762742422	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	0	6	0.0	1.07892	0.88925	0.0	0.0	0.5	Null_Model_GWAS_SNP_SNPmatch	Adolescent idiopathic scoliosis	False	0.6886281588447654	1.0	0.3010299956639812	0.16201522243753047	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	0	8	0.0	0.824176	0.826471	0.0	0.0	0.5	Null_Model_GWAS_SNP_SNPmatch	Serum 25 Hydroxyvitamin D levels	False	0.6886281588447654	1.0	0.3010299956639812	0.16201522243753047	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	25	96	0.260417	9.65934	2.84549	5.39121	2.58817	3.49921e-08	Null_Model_GWAS_SNP_SNPmatch	Systemic lupus erythematosus	True	1.483276238888889e-06	2.6698972299999998e-05	7.456029993183149	5.828777960331575	4.573505455228268
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	4	37	0.108108	2.88312	1.4884	0.750393	1.38739	0.226509	Null_Model_GWAS_SNP_SNPmatch	Alzheimer s disease  late onset	False	0.6886281588447654	1.0	0.644914537259609	0.16201522243753047	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	4	30	0.133333	3.52647	1.64971	0.287036	1.13428	0.387042	Null_Model_GWAS_SNP_SNPmatch	Coronary heart disease	False	0.6886281588447654	1.0	0.4122419048040237	0.16201522243753047	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	21	168	0.125	12.1449	3.16544	2.79745	1.72913	0.00257541	Null_Model_GWAS_SNP_SNPmatch	White blood cell count	True	0.03447434789473684	1.0	2.5891536223263336	1.4625039400439446	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	15	103	0.145631	11.5445	2.99804	1.1526	1.29933	0.124537	Null_Model_GWAS_SNP_SNPmatch	Autism spectrum disorder or schizophrenia	False	0.5794638181818182	1.0	0.9047016003067524	0.2369736762742422	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	3	17	0.176471	2.33167	1.13925	0.586643	1.28663	0.278722	Null_Model_GWAS_SNP_SNPmatch	Feeling guilty	False	0.6886281588447654	1.0	0.5548287503339998	0.16201522243753047	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	1	5	0.2	0.539461	0.681683	0.675592	1.8537	0.24965	Null_Model_GWAS_SNP_SNPmatch	Cutaneous psoriasis	False	0.6886281588447654	1.0	0.6026684296088715	0.16201522243753047	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	0	35	0.0	3.76823	1.74018	0.0	0.0	0.5	Null_Model_GWAS_SNP_SNPmatch	Motion sickness	False	0.6886281588447654	1.0	0.3010299956639812	0.16201522243753047	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	2	10	0.2	0.776224	0.834191	1.46702	2.57658	0.071185	Null_Model_GWAS_SNP_SNPmatch	IgA nephropathy	False	0.43451323999999997	1.0	1.1476115106262703	0.3619969856794463	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	0	5	0.0	0.643357	0.657022	0.0	0.0	0.5	Null_Model_GWAS_SNP_SNPmatch	Common traits  Other	False	0.6886281588447654	1.0	0.3010299956639812	0.16201522243753047	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	2	41	0.0487805	1.35065	1.03823	0.62544	1.48077	0.265841	Null_Model_GWAS_SNP_SNPmatch	Lipoprotein  a  levels	False	0.6886281588447654	1.0	0.575378038063738	0.16201522243753047	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	0	10	0.0	0.784216	0.784468	0.0	0.0	0.5	Null_Model_GWAS_SNP_SNPmatch	Inflammatory biomarkers	False	0.6886281588447654	1.0	0.3010299956639812	0.16201522243753047	-0.0
CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	0	7	0.0	0.508492	0.640451	0.0	0.0	0.5	Null_Model_GWAS_SNP_SNPmatch	Serum albumin level	False	0.6886281588447654	1.0	0.3010299956639812	0.16201522243753047	-0.0
