ILC3_ATAC_count_bins	Gene_Name	Mean_Gene_Expression
0	BMPER	16.666666666666668
0	BNIPL	83.83333333333333
0	BRCA1	285.1666666666667
0	BRD3	2005.6666666666667
0	BRD4	1501.3333333333333
0	BRDT	52.833333333333336
0	BRI3	345.1666666666667
0	BRI3BP	563.5
0	BRPF1	232.0
0	BTBD7	1126.1666666666667
0	BTF3L4	1991.1666666666667
0	BTNL8	2.8333333333333335
0	BUB1	35.0
0	C12orf42	1.0
0	C12orf54	5.666666666666667
0	C12orf56	3.3333333333333335
0	C12orf71	10.333333333333334
0	C14orf119	2046.0
0	C15orf41	214.33333333333334
0	C16orf58	538.8333333333334
0	C16orf72	3692.5
0	C16orf87	508.5
0	C17orf75	1240.8333333333333
0	C17orf78	0.5
0	C17orf97	2.0
0	C19orf33	1.6666666666666667
0	C1orf21	18.666666666666668
0	C1orf50	188.5
0	C1orf53	1.0
0	C1orf56	3643.5
0	C1QB	2.8333333333333335
0	C1QTNF1	24.5
0	C20orf96	188.66666666666666
0	C3	931.0
0	C3orf49	9.666666666666666
0	C3orf52	138.33333333333334
0	C3orf70	36.5
0	C4orf17	1.1666666666666667
0	C5	42.166666666666664
0	C5orf60	19.0
0	C5orf63	1188.6666666666667
0	C6orf141	111.0
0	C6orf223	0.8333333333333334
0	C7orf26	67.5
0	C8orf34	73.83333333333333
0	C8orf37	77.0
0	C9orf131	94.0
0	C9orf153	11.833333333333334
0	CA2	2407.5
0	CA8	19.0
0	CAB39	1725.5
0	CAB39L	99.83333333333333
0	CABLES2	71.5
0	CABP7	9.166666666666666
0	CACNA1C	155.66666666666666
0	CACNA2D4	531.8333333333334
0	CACNB2	236.16666666666666
0	CADM2	4.166666666666667
0	CADPS	28.333333333333332
0	CALCRL	111.66666666666667
0	CALML3	2.8333333333333335
0	CALN1	37.5
0	CAMP	25.166666666666668
0	CAMSAP1	379.5
0	CAMTA2	687.1666666666666
0	CAP2	35.833333333333336
0	CAPN1	1526.3333333333333
0	CAPN14	5.833333333333333
0	CAPN3	36.666666666666664
0	CAPN8	6.333333333333333
0	CAPZB	3789.1666666666665
0	CARD6	284.8333333333333
0	CASP12	1.6666666666666667
0	CBX2	1.3333333333333333
0	CBX8	52.666666666666664
0	CC2D1B	1274.8333333333333
0	CCDC102A	18.166666666666668
0	CCDC112	11.833333333333334
0	CCDC136	55.166666666666664
0	CCDC138	300.3333333333333
0	CCDC14	555.1666666666666
0	CCDC144CP	74.5
0	CCDC149	104.83333333333333
0	CCDC154	3.3333333333333335
0	CCDC17	5.833333333333333
0	CCDC171	443.3333333333333
0	CCDC180	398.0
0	CCDC47	875.5
0	CCDC74A	18.5
0	CCDC8	63.833333333333336
0	CCDC81	213.66666666666666
0	CCDC85C	151.5
0	CCDC86	365.1666666666667
0	CCL15	5.666666666666667
0	CCL16	85.66666666666667
0	CCL3	26.666666666666668
0	CCL4L2	75.16666666666667
0	CCNA2	49.833333333333336
0	CCNB2	26.833333333333332
0	CCNT2	1686.1666666666667
0	CCSAP	440.1666666666667
0	CD151	1102.0
0	CD163	74.33333333333333
0	CD300C	905.5
0	CD320	591.5
0	CD37	9960.333333333334
0	CD40	213.16666666666666
0	CD5	17.166666666666668
0	CD6	31.833333333333332
0	CD8A	5.166666666666667
0	CD99	3708.5
0	CDC14B	74.66666666666667
0	CDC20B	66.5
0	CDC25B	383.0
0	CDC37L1	295.1666666666667
0	CDCA7L	72.0
0	CDH15	43.0
0	CDH2	9.666666666666666
0	CDH20	1.8333333333333333
0	CDH4	5.666666666666667
0	CDH7	57.0
0	CDHR3	18.833333333333332
0	CDHR4	174.66666666666666
0	CDK10	3489.6666666666665
0	CDK15	3.1666666666666665
0	CDRT1	7.166666666666667
0	CDV3	2499.8333333333335
0	CEACAM19	193.83333333333334
0	CEBPB	24.333333333333332
0	CELF5	25.333333333333332
0	CENPW	94.83333333333333
0	CEP126	189.83333333333334
0	CEP170B	10.666666666666666
0	CEP192	691.5
0	CEP63	1487.5
0	CFAP221	187.0
0	CFAP69	213.0
0	CFH	560.5
0	CFHR1	20.666666666666668
0	CGNL1	59.0
0	CHAMP1	247.16666666666666
0	CHD1	2440.8333333333335
0	CHDH	92.33333333333333
0	CHEK2P2	17.333333333333332
0	CHERP	167.0
0	CHIC2	284.0
0	CHID1	1272.8333333333333
0	CHMP6	217.5
0	CHRD	29.333333333333332
0	CHRFAM7A	65.0
0	CHRNA10	19.5
0	CHRNB4	36.166666666666664
0	CHST15	3.0
0	CHURC1-FNTB	293.5
0	CIART	47.833333333333336
0	CIDEC	6.833333333333333
0	CITED2	515.6666666666666
0	CKAP4	39.333333333333336
0	CKB	1.6666666666666667
0	CLCF1	12.833333333333334
0	CLCN7	130.66666666666666
0	CLDN20	1.6666666666666667
0	CLDN4	30.0
0	CLEC1A	13.833333333333334
0	CLHC1	129.0
0	CLIC3	6.333333333333333
0	CLIC4	4.166666666666667
0	CLIP1	1960.8333333333333
0	CLK2	345.3333333333333
0	CLNS1A	2223.0
0	CLPP	1478.5
0	CLUH	83.5
0	CLVS1	52.166666666666664
0	CMTR1	461.1666666666667
0	CMTR2	366.3333333333333
0	CMYA5	8.333333333333334
0	CNGA4	2.0
0	CNGB3	1.8333333333333333
0	CNN2	1436.8333333333333
0	CNN3	13.666666666666666
0	CNNM1	12.166666666666666
0	CNOT6	499.1666666666667
0	CNOT7	2623.0
0	CNTN1	24.166666666666668
0	CNTN5	2.1666666666666665
0	COA6	575.8333333333334
0	COBL	15.0
0	COBLL1	67.33333333333333
0	COG7	551.8333333333334
0	COL15A1	12.5
0	COL17A1	1.0
0	COL1A2	16.333333333333332
0	COL27A1	104.16666666666667
0	COL5A3	1.0
0	COL6A6	3.6666666666666665
0	COL7A1	11.333333333333334
0	COL8A1	65.66666666666667
0	COLQ	393.5
0	COMMD7	900.0
0	COPG2	140.5
0	CORIN	70.33333333333333
0	COX16	1180.0
0	COX19	1082.0
0	COX6C	5034.5
0	COX7C	4491.5
0	COX8A	2712.6666666666665
0	CPA4	60.666666666666664
0	CPAMD8	107.0
0	CPEB3	129.0
0	CPNE3	5322.5
0	CPO	1.6666666666666667
0	CPVL	7.333333333333333
0	CPXM1	31.0
0	CREB1	1991.0
0	CREBBP	3027.6666666666665
0	CREG1	135.33333333333334
0	CRHR2	3.3333333333333335
0	CRIP3	0.5
0	CRISPLD1	43.333333333333336
0	CRKL	1419.6666666666667
0	CRNKL1	1266.5
0	CROCCP2	345.3333333333333
0	CSDC2	7.666666666666667
0	CSF2	6436.166666666667
0	CSF3R	72.0
0	CSGALNACT2	578.1666666666666
0	CSMD1	8.666666666666666
0	CSNK1A1	7980.5
0	CSNK1E	578.0
0	CSNK2A2	3082.6666666666665
0	CSRNP1	2985.8333333333335
0	CST3	124.5
0	CST7	487.0
0	CTDP1	34.5
0	CTLA4	11.833333333333334
0	CTSD	5471.5
0	CTSK	77.33333333333333
0	CTSS	2300.0
0	CTU1	4.5
0	CWC22	1119.6666666666667
0	CWF19L2	806.8333333333334
0	CXCL5	2.3333333333333335
0	CXorf56	573.8333333333334
0	CYB561	242.5
0	CYB5R2	49.833333333333336
0	CYCSP52	4.166666666666667
0	CYFIP1	908.3333333333334
0	CYP1B1	15.0
0	CYP26C1	2.1666666666666665
0	CYP2B6	30.166666666666668
0	CYP2C19	59.0
0	CYP2C8	10.666666666666666
0	CYP2C9	10.666666666666666
0	CYP3A4	1.8333333333333333
0	CYP4A22	15.0
0	CYP4F11	30.166666666666668
0	CYP4V2	651.0
0	CYP51A1	913.8333333333334
0	CYSTM1	344.6666666666667
0	D2HGDH	140.83333333333334
0	DAB2IP	80.83333333333333
0	DAPK2	477.1666666666667
0	DBNL	6075.666666666667
0	DCDC2B	27.166666666666668
0	DCHS1	7.333333333333333
0	DCLK2	27.333333333333332
0	DCLRE1C	1185.1666666666667
0	DCLRE1CP1	4.5
0	DCTN1	2500.5
0	DCTN2	1498.5
0	DCUN1D4	559.0
0	DDX11L9	2.6666666666666665
0	DDX25	74.5
0	DDX60	589.1666666666666
0	DDX60L	804.6666666666666
0	DENND1B	868.8333333333334
0	DEPDC4	58.833333333333336
0	DEXI	223.83333333333334
0	DGCR6	48.833333333333336
0	DGKB	61.833333333333336
0	DGKE	309.0
0	DHRS4	409.3333333333333
0	DHX15	2609.8333333333335
0	DHX35	604.3333333333334
0	DHX36	1209.3333333333333
0	DICER1	750.0
0	DIP2C	18.833333333333332
0	DKC1	1487.5
0	DLC1	5.666666666666667
0	DLGAP1	21.0
0	DMGDH	174.16666666666666
0	DNAAF5	90.0
0	DNAH17	401.0
0	DNAH3	28.0
0	DNAJA2	1802.6666666666667
0	DNAJA4	332.3333333333333
0	DNAJB1	14807.833333333334
0	DNAJB5	13.833333333333334
0	DNAJC10	2117.3333333333335
0	DNAJC11	472.0
0	DNAJC5	324.3333333333333
0	DNASE1	1442.1666666666667
0	DNASE1L2	2.0
0	DNHD1	251.33333333333334
0	DOC2B	63.0
0	DOCK6	40.5
0	DOCK7	541.1666666666666
0	DOK7	3.6666666666666665
0	DPP10	20.833333333333332
0	DPP8	978.0
0	DPPA2	3.0
0	DPPA3	2.3333333333333335
0	DPY19L1P1	108.5
0	DPY19L2	151.66666666666666
0	DPY30	1663.8333333333333
0	DPYD	736.6666666666666
0	DSC3	9.833333333333334
0	DSCC1	16.0
0	DSG2	77.0
0	DSG3	141.33333333333334
0	DSP	7.166666666666667
0	DTD2	322.5
0	DTX2	210.0
0	DTX3	232.33333333333334
0	DUSP11	1706.3333333333333
0	DUSP7	495.3333333333333
0	DYNAP	25.5
0	DYNC1LI1	767.6666666666666
0	DYNC2LI1	537.1666666666666
0	DZIP1	14.0
0	E2F8	14.166666666666666
0	EAPP	1915.0
0	ECM2	4.5
0	EFCAB2	248.66666666666666
0	EFCAB3	97.5
0	EFNB1	3.5
0	EFR3A	528.1666666666666
0	EFR3B	246.5
0	EGFEM1P	13.333333333333334
0	EHD3	34.833333333333336
0	EIF2S3	14894.166666666666
0	EIF3B	862.5
0	EIF4G1	1449.8333333333333
0	EIF5A2	994.0
0	ELF3	80.5
0	ELMO3	8.166666666666666
0	ELMOD1	127.0
0	EME1	12.333333333333334
0	EML1	124.5
0	ENC1	5.666666666666667
0	ENOX1	4.333333333333333
0	ENPP1	4045.3333333333335
0	ENPP2	10.333333333333334
0	ENPP5	56.333333333333336
0	ENTPD7	111.16666666666667
0	EPB41L3	55.666666666666664
0	EPHA1	40.166666666666664
0	EPHA10	55.333333333333336
0	EPHX4	9.333333333333334
0	EPPIN	28.833333333333332
0	ERBB3	231.5
0	ERC2	1.0
0	ERCC2	356.3333333333333
0	ERCC6	756.0
0	ERCC6L	15.666666666666666
0	ERGIC3	4874.666666666667
0	ERICH1	1404.1666666666667
0	ERLIN1	284.5
0	ERMAP	200.16666666666666
0	ERN2	63.833333333333336
0	ERRFI1	2.1666666666666665
0	ESM1	0.16666666666666666
0	ESRP1	8.333333333333334
0	ETAA1	134.66666666666666
0	ETNPPL	14.166666666666666
0	ETS2	39.0
0	ETV7	69.5
0	EVA1C	182.16666666666666
0	EVPL	14.333333333333334
0	EXOC3	1851.5
0	EXOC3L1	1.3333333333333333
0	EXOSC10	2114.8333333333335
0	EXOSC8	2862.8333333333335
0	EXT2	399.8333333333333
0	F13A1	14.5
0	F2	1.3333333333333333
0	FAAH2	376.6666666666667
0	FABP3	1.8333333333333333
0	FABP7	1.6666666666666667
0	FADS6	65.0
0	FAH	393.6666666666667
0	FAM110B	5.833333333333333
0	FAM124A	76.66666666666667
0	FAM131A	332.8333333333333
0	FAM131B	2.8333333333333335
0	FAM155A	8.333333333333334
0	FAM157A	141.16666666666666
0	FAM160A1	3.5
0	FAM160B1	528.3333333333334
0	FAM166B	22.666666666666668
0	FAM168B	1344.1666666666667
0	FAM180A	3.0
0	FAM184B	2.6666666666666665
0	FAM186A	18.833333333333332
0	FAM20A	7.333333333333333
0	FAM3D	28.666666666666668
0	FAM50A	180.33333333333334
0	FAM53A	2.5
0	FAM71D	4.5
0	FAM78B	9.166666666666666
0	FAM83E	18.666666666666668
0	FAM86DP	109.83333333333333
0	FAM91A1	338.6666666666667
0	FAM98C	1035.1666666666667
0	FANCF	452.3333333333333
0	FASTK	272.8333333333333
0	FAT1	27.333333333333332
0	FAT2	1.3333333333333333
0	FBRSL1	33.333333333333336
0	FBXL12	742.5
0	FBXL4	650.5
0	FBXO17	14.333333333333334
0	FBXO25	527.1666666666666
0	FCER1A	1.5
0	FCHO1	231.5
0	FCHSD2	619.1666666666666
0	FCN1	41.666666666666664
0	FEZF2	1.3333333333333333
0	FFAR2	53.833333333333336
0	FFAR4	63.666666666666664
0	FGF23	2.3333333333333335
0	FGF5	56.166666666666664
0	FGFR2	31.333333333333332
0	FHAD1	22.833333333333332
0	FHDC1	37.666666666666664
0	FHL2	205.5
0	FHOD3	1.3333333333333333
0	FILIP1	30.333333333333332
0	FKBP4	199.83333333333334
0	FKBP8	441.3333333333333
0	FKBP9	295.0
0	FKRP	153.0
0	FLI1	2045.5
0	FLT4	18.666666666666668
0	FLVCR1	592.0
0	FMO1	4.5
0	FN1	179.16666666666666
0	FOXI3	24.0
0	FOXJ1	1.3333333333333333
0	FPR3	2.1666666666666665
0	FREM2	21.833333333333332
0	FRG1JP	183.33333333333334
0	FRG2	6.5
0	FRG2C	5.5
0	FRMD1	68.33333333333333
0	FRMD3	9.166666666666666
0	FRMD7	0.3333333333333333
0	FRRS1L	442.0
0	FRS2	214.83333333333334
0	FSCN3	23.0
0	FSD1L	88.66666666666667
0	FSIP2	199.0
0	FTL	40560.166666666664
0	FTLP10	10.666666666666666
0	FUOM	89.33333333333333
0	FUS	2643.1666666666665
0	FUT9	30.666666666666668
0	FZD6	558.8333333333334
0	GABRA2	1.3333333333333333
0	GABRA4	2.0
0	GABRD	52.333333333333336
0	GALNT12	140.5
0	GALNT15	41.333333333333336
0	GALNT16	122.0
0	GANC	451.1666666666667
0	GAREM1	9.333333333333334
0	GAS6	12.666666666666666
0	GBA2	609.1666666666666
0	GCKR	8.0
0	GCNT7	9.333333333333334
0	GCSAM	591.6666666666666
0	GDAP1L1	2.8333333333333335
0	GDI1	1866.5
0	GDPD3	35.833333333333336
0	GDPD4	10.5
0	GEMIN5	416.8333333333333
0	GEMIN8	380.3333333333333
0	GFPT2	5.0
0	GFRA2	44.5
0	GFRAL	11.833333333333334
0	GGA2	412.5
0	GGACT	26.166666666666668
0	GGT7	240.33333333333334
0	GGTLC2	5.333333333333333
0	GHITM	4831.333333333333
0	GIGYF2	2058.6666666666665
0	GIPC3	10.333333333333334
0	GJA1	4.333333333333333
0	GLI3	3.0
0	GLP1R	31.166666666666668
0	GLYAT	0.16666666666666666
0	GLYR1	1941.5
0	GMDS	69.5
0	GNAL	388.1666666666667
0	GNB4	368.8333333333333
0	GNB5	1378.0
0	GNE	717.5
0	GNG11	3.5
0	GNL3	1604.0
0	GNRH2	1.5
0	GNRHR	7.5
0	GNS	716.5
0	GOLGA4	2003.0
0	GOLGA6D	1.0
0	GOLGA6L5P	20.666666666666668
0	GOLGA6L6	14.666666666666666
0	GOLGA6L9	25.166666666666668
0	GOLGA8DP	3.3333333333333335
0	GOLGA8J	255.83333333333334
0	GOLGA8M	231.83333333333334
0	GOLGA8N	1571.1666666666667
0	GOLGA8R	388.5
0	GOLGA8S	3.5
0	GOLGA8T	99.5
0	GOLM1	107.16666666666667
0	GP2	74.33333333333333
0	GP6	97.5
0	GPAT2	277.6666666666667
0	GPATCH2L	1943.0
0	GPC6	137.16666666666666
0	GPHN	152.66666666666666
0	GPM6B	63.0
0	GPN3	381.6666666666667
0	GPNMB	67.33333333333333
0	GPR1	14.166666666666666
0	GPR141	6.666666666666667
0	GPR161	52.333333333333336
0	GPR26	5.333333333333333
0	GPR4	22.0
0	GPR83	55.5
0	GPRC5A	104.66666666666667
0	GPS1	1190.8333333333333
0	GPSM1	17.833333333333332
0	GPSM2	268.8333333333333
0	GPT2	197.66666666666666
0	GRAP	1161.8333333333333
0	GRAP2	5.0
0	GRAPL	15.5
0	GREB1	118.16666666666667
0	GRIA4	2.3333333333333335
0	GRIK2	51.5
0	GRM4	8.5
0	GSDMB	343.5
0	GSKIP	1108.1666666666667
0	GSTM3	267.1666666666667
0	GSTM5	14.666666666666666
0	GSTZ1	744.6666666666666
0	GTF2A2	1773.3333333333333
0	GTF2B	1236.6666666666667
0	GTF2H2	1392.1666666666667
0	GTF2H2B	24.666666666666668
0	GTF3C2	1752.1666666666667
0	GTPBP10	1204.0
0	GTPBP4	1768.3333333333333
0	GTPBP6	169.33333333333334
0	GTSF1	459.3333333333333
0	GUCA1B	20.666666666666668
0	GUSBP4	46.166666666666664
0	GUSBP9	41.0
0	GZMA	359.1666666666667
0	GZMK	32.166666666666664
0	HADH	2223.1666666666665
0	HBB	28.833333333333332
0	HBG2	2.0
0	HCN4	9.5
0	HCRTR1	1.0
0	HDAC2	1360.8333333333333
0	HEATR1	797.5
0	HEATR3	218.5
0	HECW1	27.166666666666668
0	HELLS	576.8333333333334
0	HEMK1	2075.8333333333335
0	HEPHL1	7.166666666666667
0	HERC2	2191.6666666666665
0	HERC2P3	138.33333333333334
0	HERC2P9	1287.1666666666667
0	HERPUD1	3662.1666666666665
0	HGF	2.3333333333333335
0	HIGD1C	1.5
0	HK2	44.5
0	HLA-B	30849.666666666668
0	HLA-DOB	9.333333333333334
0	HLA-DQA2	16.333333333333332
0	HLA-G	14.333333333333334
0	HLCS	710.1666666666666
0	HMG20B	167.83333333333334
0	HNF1B	21.833333333333332
0	HNF4G	10.666666666666666
0	HNMT	77.66666666666667
0	HNRNPH3	1983.8333333333333
0	HOMER3	25.0
0	HOOK3	1869.6666666666667
0	HORMAD2	31.0
0	HS3ST1	11.166666666666666
0	HSD17B11	2632.3333333333335
0	HSD17B13	149.16666666666666
0	HSD17B7	733.3333333333334
0	HSD3B7	66.33333333333333
0	HSPB11	1093.0
0	HSPB9	13.833333333333334
0	HSPH1	3532.1666666666665
0	HTN1	145.0
0	HTN3	85.83333333333333
0	HYDIN	33.833333333333336
0	HYOU1	1333.1666666666667
0	IAPP	76.0
0	ICE1	402.6666666666667
0	ICE2	973.1666666666666
0	IFI27	114.66666666666667
0	IFT140	79.66666666666667
0	IFT52	921.3333333333334
0	IGF2BP1	67.5
0	IGHV1OR15-1	281.8333333333333
0	IGSF1	20.166666666666668
0	IGSF3	3.3333333333333335
0	IGSF9B	24.833333333333332
0	IL11	62.0
0	IL12A	1.5
0	IL12B	3.6666666666666665
0	IL12RB2	402.6666666666667
0	IL17D	3.3333333333333335
0	IL18	542.6666666666666
0	IL1A	0.16666666666666666
0	IL1B	3.1666666666666665
0	IL1RAP	126.16666666666667
0	IL3RA	85.0
0	IL7	2.3333333333333335
0	IL9R	106.66666666666667
0	INCA1	16.333333333333332
0	INMT	185.83333333333334
0	INPP5E	136.16666666666666
0	INSC	9.0
0	INSL3	117.33333333333333
0	INSR	843.6666666666666
0	INTS9	1024.3333333333333
0	IP6K1	722.0
0	IPO4	232.5
0	IQCB1	1145.0
0	IQCF3	4.5
0	IQCJ-SCHIP1	1.3333333333333333
0	IRAK2	1549.5
0	IRF4	407.6666666666667
0	ISL1	2.1666666666666665
0	ISOC1	603.5
0	ITFG2	1528.3333333333333
0	ITGA7	2.3333333333333335
0	ITGA9	22.0
0	ITGAV	162.66666666666666
0	ITGB1BP2	3.0
0	ITGB4	5.0
0	ITIH4	180.83333333333334
0	ITPK1	323.6666666666667
0	IZUMO2	306.5
0	JADE3	17.833333333333332
0	JAG1	113.66666666666667
0	JAK3	14137.666666666666
0	JPH3	2.1666666666666665
0	JRK	384.1666666666667
0	KALRN	10.833333333333334
0	KANK4	2.8333333333333335
0	KATNA1	818.1666666666666
0	KAZN	40.333333333333336
0	KCNA7	238.33333333333334
0	KCNAB2	903.0
0	KCNC2	46.833333333333336
0	KCND3	21.5
0	KCNJ14	102.66666666666667
0	KCNJ5	104.5
0	KCNJ6	138.0
0	KCNK12	4.333333333333333
0	KCNQ1	2.6666666666666665
0	KCNRG	28.5
0	KCNT1	12.5
0	KCTD12	9.666666666666666
0	KCTD15	0.6666666666666666
0	KCTD3	67.0
0	KCTD4	0.5
0	KDM7A	110.83333333333333
0	KHDRBS2	10.166666666666666
0	KHDRBS3	2.0
0	KHSRP	409.0
0	KIAA0319L	2160.5
0	KIAA1549L	1.1666666666666667
0	KIAA2026	971.6666666666666
0	KIF13A	60.333333333333336
0	KIF13B	693.6666666666666
0	KIF19	42.666666666666664
0	KIF3A	807.0
0	KIR3DX1	224.0
0	KLC1	359.3333333333333
0	KLF4	207.0
0	KLF8	104.83333333333333
0	KLHDC8B	22.5
0	KLHL11	6.166666666666667
0	KLHL26	149.0
0	KLHL30	39.0
0	KLHL33	117.16666666666667
0	KLHL34	1.6666666666666667
0	KLHL41	1.6666666666666667
0	KLK10	81.83333333333333
0	KLK13	4.833333333333333
0	KLKP1	1.3333333333333333
0	KPNA3	724.0
0	KRBOX4	1549.3333333333333
0	KRT16	7.0
0	KRT78	56.0
0	KRTAP5-11	3.8333333333333335
0	KTI12	177.16666666666666
0	KTN1	2438.3333333333335
0	KYNU	384.0
0	L1CAM	0.16666666666666666
0	L1TD1	16.666666666666668
0	L3MBTL4	200.33333333333334
0	LAIR2	133.66666666666666
0	LAMA4	28.0
0	LAMP1	820.6666666666666
0	LAMP3	77.5
0	LANCL1	416.8333333333333
0	LAPTM4A	2810.6666666666665
0	LARP4B	1615.6666666666667
0	LATS1	559.1666666666666
0	LAYN	275.0
0	LCAT	131.66666666666666
0	LCK	7818.5
0	LCN2	40.333333333333336
0	LDHB	9803.666666666666
0	LDLR	651.1666666666666
0	LDLRAP1	165.0
0	LEMD3	574.8333333333334
0	LENEP	5.166666666666667
0	LEP	35.833333333333336
0	LGALS9	1572.1666666666667
0	LGALS9B	3.6666666666666665
0	LGALS9C	16.5
0	LGI1	22.0
0	LGR4	7.5
0	LGR6	3.1666666666666665
0	LHFPL4	8.166666666666666
0	LHX4	18.333333333333332
0	LILRA4	33.0
0	LILRA5	118.0
0	LILRB2	101.33333333333333
0	LILRB4	16.833333333333332
0	LIMA1	422.5
0	LIMD1	737.8333333333334
0	LIMD2	1076.8333333333333
0	LIN28B	0.8333333333333334
0	LINC00261	6.5
0	LINC00431	4.333333333333333
0	LINC02210	973.3333333333334
0	LINGO2	8.166666666666666
0	LITAF	234.16666666666666
0	LLGL2	161.33333333333334
0	LMAN1	1674.6666666666667
0	LMAN2L	1626.5
0	LOX	2.8333333333333335
