ILC3_H3K27ac_count_bins	Gene_Name	Mean_Gene_Expression
0	ACTN1	242.83333333333334
0	ACTR1B	654.6666666666666
0	ACVR2A	1576.0
0	ACVRL1	36.333333333333336
0	ACY3	6.166666666666667
0	ADAD1	6.666666666666667
0	ADAD2	35.666666666666664
0	ADAM11	2.3333333333333335
0	ADAM12	525.1666666666666
0	ADAM17	724.1666666666666
0	ADAM20	2.1666666666666665
0	ADAM22	71.66666666666667
0	ADAM33	5.666666666666667
0	ADAM8	228.33333333333334
0	ADAMTS1	43.166666666666664
0	ADAMTS13	15.666666666666666
0	ADAMTS16	20.0
0	ADAMTS17	30.833333333333332
0	ADAMTS2	25.833333333333332
0	ADAMTS9	3.0
0	ADAMTSL2	39.333333333333336
0	ADAMTSL5	20.166666666666668
0	ADAP1	93.5
0	ADAR	2773.1666666666665
0	ADARB1	79.16666666666667
0	ADARB2	218.16666666666666
0	ADCY1	28.5
0	ADCY2	98.16666666666667
0	ADCY4	33.833333333333336
0	ADCY6	430.1666666666667
0	ADCY9	61.166666666666664
0	ADCYAP1R1	0.8333333333333334
0	ADD1	2059.1666666666665
0	ADGRA3	69.66666666666667
0	ADGRB1	0.16666666666666666
0	ADGRE1	81.0
0	ADGRE2	322.0
0	ADGRF2	4.833333333333333
0	ADGRG1	133.33333333333334
0	ADGRG3	3121.5
0	ADGRG5	171.5
0	ADGRV1	320.5
0	ADH4	16.833333333333332
0	ADHFE1	286.6666666666667
0	ADIPOQ	82.83333333333333
0	ADIPOR2	381.3333333333333
0	ADIRF	2.6666666666666665
0	ADM	16.5
0	ADM2	32.833333333333336
0	ADNP2	283.0
0	ADORA1	9.0
0	ADORA2A	88.0
0	ADORA2B	12.166666666666666
0	ADPGK	831.6666666666666
0	ADPRH	172.83333333333334
0	ADPRHL1	51.166666666666664
0	ADPRM	818.0
0	ADRA1A	114.0
0	ADRM1	1164.3333333333333
0	ADTRP	47.333333333333336
0	AEBP1	2.0
0	AEN	394.5
0	AFAP1	58.5
0	AFAP1L1	819.3333333333334
0	AFF2	41.333333333333336
0	AFMID	557.8333333333334
0	AGA	874.5
0	AGAP2	907.0
0	AGAP5	122.33333333333333
0	AGAP6	537.3333333333334
0	AGBL2	112.0
0	AGK	1755.6666666666667
0	AGMAT	121.33333333333333
0	AGMO	23.5
0	AGO2	1757.3333333333333
0	AGO3	2378.1666666666665
0	AGO4	576.3333333333334
0	AGPAT3	123.66666666666667
0	AGPAT4	249.83333333333334
0	AGRN	31.666666666666668
0	AGTRAP	8.333333333333334
0	AGXT	83.5
0	AHCYL2	166.83333333333334
0	AHDC1	486.3333333333333
0	AHRR	90.0
0	AHSG	4.833333333333333
0	AHSP	2.0
0	AICDA	64.33333333333333
0	AIF1	53.833333333333336
0	AIF1L	18.5
0	AIFM1	764.5
0	AIFM2	380.1666666666667
0	AIFM3	2.1666666666666665
0	AIG1	1079.1666666666667
0	AIM2	15.333333333333334
0	AIMP1	1419.6666666666667
0	AIPL1	60.166666666666664
0	AIRE	7.166666666666667
0	AJAP1	12.0
0	AKAP1	240.5
0	AKAP12	36.5
0	AKAP17A	384.8333333333333
0	AKAP6	87.66666666666667
0	AKAP8	501.6666666666667
0	AKR1B1	3631.6666666666665
0	AKR1B10	14.0
0	AKR1B15	210.0
0	AKR1C2	5.833333333333333
0	AKR1C3	127.5
0	AKR1E2	13.666666666666666
0	AKT2	835.8333333333334
0	ALAS1	3330.0
0	ALDH16A1	269.1666666666667
0	ALDH18A1	1406.0
0	ALDH1A3	7.166666666666667
0	ALDH3A1	0.16666666666666666
0	ALDH3A2	707.8333333333334
0	ALDH3B1	328.3333333333333
0	ALDH8A1	55.5
0	ALDH9A1	2347.8333333333335
0	ALDOB	4.166666666666667
0	ALG1	240.83333333333334
0	ALG10	81.83333333333333
0	ALG10B	396.8333333333333
0	ALG14	1309.3333333333333
0	ALG1L	27.5
0	ALG1L2	22.833333333333332
0	ALG5	1014.8333333333334
0	ALKBH6	96.33333333333333
0	ALKBH7	224.33333333333334
0	ALOX12B	22.166666666666668
0	ALOX5AP	8375.166666666666
0	ALPK2	4.666666666666667
0	ALPK3	3.0
0	ALS2	634.6666666666666
0	ALS2CL	28.166666666666668
0	AMD1	1094.1666666666667
0	AMER2	14.833333333333334
0	AMER3	42.166666666666664
0	AMIGO3	47.333333333333336
0	AMMECR1	374.3333333333333
0	AMN1	299.0
0	AMPD1	1.6666666666666667
0	AMT	1050.0
0	AMZ1	57.666666666666664
0	ANAPC1	615.8333333333334
0	ANGEL2	992.0
0	ANGPT1	60.833333333333336
0	ANGPT4	50.0
0	ANGPTL1	3.1666666666666665
0	ANGPTL3	0.6666666666666666
0	ANGPTL4	41.166666666666664
0	ANGPTL5	1.5
0	ANK1	23.333333333333332
0	ANK2	71.16666666666667
0	ANKDD1A	168.33333333333334
0	ANKEF1	106.5
0	ANKFN1	0.3333333333333333
0	ANKFY1	649.5
0	ANKHD1	2501.6666666666665
0	ANKIB1	731.8333333333334
0	ANKLE2	1148.8333333333333
0	ANKMY1	406.0
0	ANKRD10	6745.5
0	ANKRD20A5P	49.166666666666664
0	ANKRD23	91.66666666666667
0	ANKRD24	0.16666666666666666
0	ANKRD26	668.1666666666666
0	ANKRD33B	51.5
0	ANKRD35	154.5
0	ANKRD39	744.0
0	ANKRD40	2377.6666666666665
0	ANKRD45	43.5
0	ANKRD54	1253.3333333333333
0	ANKRD62	55.666666666666664
0	ANKRD65	6.166666666666667
0	ANKRD7	6.166666666666667
0	ANKRD9	156.0
0	ANKS1B	37.833333333333336
0	ANKS6	153.0
0	ANO5	4.333333333333333
0	ANO7	150.33333333333334
0	ANO9	524.3333333333334
0	ANTXR1	1.0
0	ANTXRL	1.6666666666666667
0	ANTXRLP1	8.333333333333334
0	ANXA11	848.6666666666666
0	ANXA13	30.5
0	ANXA2	397.1666666666667
0	ANXA9	20.5
0	AOC2	11.0
0	AP1B1	483.8333333333333
0	AP1B1P1	2.0
0	AP1G2	5732.5
0	AP1M2	32.833333333333336
0	AP1S2	652.5
0	AP1S3	148.66666666666666
0	AP2A2	235.33333333333334
0	AP2S1	820.1666666666666
0	AP3D1	732.3333333333334
0	AP5S1	1152.6666666666667
0	AP5Z1	87.16666666666667
0	APBA2	48.0
0	APBB1	644.0
0	APC2	11.833333333333334
0	APCDD1	15.0
0	APEH	1445.1666666666667
0	APEX2	1602.6666666666667
0	API5	2603.1666666666665
0	APLN	1.6666666666666667
0	APLP1	43.833333333333336
0	APOB	5.666666666666667
0	APOBEC2	84.16666666666667
0	APOBEC3D	1810.5
0	APOBEC3F	801.0
0	APOE	125.0
0	APOL1	1110.6666666666667
0	APOM	65.83333333333333
0	APOOL	1799.8333333333333
0	APPL1	1190.8333333333333
0	AQP1	2.0
0	AQP6	22.666666666666668
0	AQP7	30.833333333333332
0	AQP7P1	4.166666666666667
0	AR	6.666666666666667
0	ARAF	3645.5
0	ARAP3	33.666666666666664
0	ARC	1.6666666666666667
0	ARFGAP3	1998.0
0	ARFGEF1	878.6666666666666
0	ARFGEF3	32.333333333333336
0	ARG1	20.166666666666668
0	ARHGAP17	397.0
0	ARHGAP22	142.83333333333334
0	ARHGAP24	348.1666666666667
0	ARHGAP30	1836.0
0	ARHGAP31	681.6666666666666
0	ARHGAP35	938.6666666666666
0	ARHGAP4	284.5
0	ARHGAP42	2.3333333333333335
0	ARHGAP5	1328.6666666666667
0	ARHGAP6	58.5
0	ARHGAP8	110.66666666666667
0	ARHGAP9	2266.8333333333335
0	ARHGEF1	478.3333333333333
0	ARHGEF10	65.0
0	ARHGEF11	1.3333333333333333
0	ARHGEF12	1211.1666666666667
0	ARHGEF15	27.0
0	ARHGEF17	4.0
0	ARHGEF2	245.0
0	ARHGEF26	29.0
0	ARHGEF33	12.0
0	ARHGEF34P	1.5
0	ARHGEF35	6.166666666666667
0	ARHGEF37	119.0
0	ARHGEF38	55.166666666666664
0	ARHGEF4	69.83333333333333
0	ARHGEF40	431.5
0	ARHGEF6	2279.8333333333335
0	ARHGEF9	1970.0
0	ARID3A	268.0
0	ARL1	947.0
0	ARL10	577.1666666666666
0	ARL11	807.1666666666666
0	ARL13B	391.0
0	ARL2	1158.1666666666667
0	ARL2BP	1017.8333333333334
0	ARL5A	328.0
0	ARL5C	21.833333333333332
0	ARL6	131.66666666666666
0	ARMC1	1248.6666666666667
0	ARMC10	372.3333333333333
0	ARMC2	126.66666666666667
0	ARMC4	2.1666666666666665
0	ARMC6	179.66666666666666
0	ARMC7	454.0
0	ARMC9	1390.1666666666667
0	ARMCX1	99.33333333333333
0	ARMCX2	211.66666666666666
0	ARMCX3	1456.8333333333333
0	ARMCX4	308.3333333333333
0	ARMCX5	882.6666666666666
0	ARMCX6	1091.6666666666667
0	ARNT2	121.0
0	ARPC3	8038.333333333333
0	ARR3	4.333333333333333
0	ARRB2	1331.8333333333333
0	ARSA	109.5
0	ARSD	343.5
0	ARSF	8.0
0	ASAH1	2043.6666666666667
0	ASAP3	33.666666666666664
0	ASB1	468.8333333333333
0	ASB11	27.333333333333332
0	ASB12	12.333333333333334
0	ASB15	5.166666666666667
0	ASB16	32.833333333333336
0	ASB4	19.333333333333332
0	ASB9	8.166666666666666
0	ASCC3	779.3333333333334
0	ASF1A	1290.1666666666667
0	ASIC1	28.0
0	ASMT	7.833333333333333
0	ASNS	557.5
0	ASPG	3.3333333333333335
0	ASPSCR1	101.83333333333333
0	ASRGL1	125.16666666666667
0	ASS1	21.5
0	ASXL1	811.3333333333334
0	ASXL3	0.16666666666666666
0	ASZ1	22.333333333333332
0	ATAD2B	623.8333333333334
0	ATAD3A	11.166666666666666
0	ATAD3B	92.16666666666667
0	ATAD3C	477.3333333333333
0	ATF3	69.5
0	ATF4	3497.1666666666665
0	ATF6	2033.3333333333333
0	ATF7	1616.3333333333333
0	ATF7IP2	1161.0
0	ATG101	547.1666666666666
0	ATG4D	62.0
0	ATG5	613.1666666666666
0	ATG9A	617.3333333333334
0	ATL2	241.66666666666666
0	ATL3	2970.8333333333335
0	ATOH8	3.6666666666666665
0	ATP11C	195.0
0	ATP12A	4.833333333333333
0	ATP13A4	86.33333333333333
0	ATP13A5	1.3333333333333333
0	ATP1A1	1542.1666666666667
0	ATP1A3	106.66666666666667
0	ATP1A4	367.8333333333333
0	ATP1B4	79.33333333333333
0	ATP2B2	5.0
0	ATP2B3	24.0
0	ATP2C2	11.166666666666666
0	ATP6V0D2	56.0
0	ATP6V0E2	1143.1666666666667
0	ATP6V1C2	23.833333333333332
0	ATP7A	494.5
0	ATP8B1	120.0
0	ATP8B2	496.6666666666667
0	ATP8B5P	3.0
0	ATR	805.6666666666666
0	ATRX	6297.0
0	ATXN7L1	28.833333333333332
0	ATXN7L3	148.33333333333334
0	ATXN7L3B	2051.0
0	AUH	47.833333333333336
0	AURKAIP1	354.8333333333333
0	AURKB	65.0
0	AURKC	21.833333333333332
0	AUTS2	241.83333333333334
0	AVEN	17.0
0	AXDND1	3.6666666666666665
0	AXIN2	27.166666666666668
0	AXL	325.0
0	AZU1	71.5
0	B3GALNT2	127.66666666666667
0	B3GALT5	416.3333333333333
0	B3GALT6	65.0
0	B3GAT1	14.166666666666666
0	B3GNT4	85.16666666666667
0	B3GNT6	28.5
0	B3GNT7	5461.0
0	B3GNT9	4.166666666666667
0	B3GNTL1	677.0
0	B4GALNT1	449.1666666666667
0	B4GALNT2	102.33333333333333
0	B4GALNT3	115.66666666666667
0	B4GALT1	2797.3333333333335
0	B4GALT4	1272.3333333333333
0	B4GAT1	63.333333333333336
0	BAALC	1.6666666666666667
0	BABAM1	931.1666666666666
0	BAG2	198.16666666666666
0	BAGE2	1.0
0	BAHD1	176.33333333333334
0	BAIAP2	102.66666666666667
0	BAIAP2L1	41.0
0	BAIAP2L2	9.333333333333334
0	BAMBI	2.3333333333333335
0	BANK1	354.1666666666667
0	BANP	390.1666666666667
0	BARX2	24.666666666666668
0	BASP1	1.5
0	BBS4	1389.0
0	BBX	6020.166666666667
0	BCAR3	55.166666666666664
0	BCKDHB	559.0
0	BCKDK	238.33333333333334
0	BCL10	739.1666666666666
0	BCL11A	253.66666666666666
0	BCL11B	2.0
0	BCL2L11	783.6666666666666
0	BCL3	88.83333333333333
0	BCL7A	181.16666666666666
0	BCL7B	934.1666666666666
0	BCL7C	273.3333333333333
0	BCL9	108.5
0	BCOR	1101.0
0	BCORL1	132.0
0	BCR	484.5
0	BDH1	428.8333333333333
0	BDP1	1603.8333333333333
0	BEAN1	55.5
0	BEGAIN	13.5
0	BEND2	47.333333333333336
0	BEND6	14.833333333333334
0	BEST1	218.5
0	BEST2	30.166666666666668
0	BEX2	1197.5
0	BEX4	1617.5
0	BEX5	532.6666666666666
0	BFAR	1175.8333333333333
0	BFSP2	4.5
0	BGLAP	28.833333333333332
0	BHLHB9	147.66666666666666
0	BHLHE40	4041.0
0	BHLHE41	1.5
0	BHMT	11.166666666666666
0	BHMT2	60.666666666666664
0	BICD1	271.1666666666667
0	BID	599.8333333333334
0	BIK	39.166666666666664
0	BIN3	1529.6666666666667
0	BIVM-ERCC5	66.16666666666667
0	BLMH	932.5
0	BLOC1S2	1815.1666666666667
0	BMI1	610.6666666666666
0	BMP2	3.3333333333333335
0	BMP2K	299.5
0	BMP3	20.5
0	BMP8B	445.0
0	BMPER	16.666666666666668
0	BMPR1B	2.1666666666666665
0	BMX	21.166666666666668
0	BNC2	2.6666666666666665
0	BNIP2	1284.6666666666667
0	BNIPL	83.83333333333333
0	BOC	25.166666666666668
0	BORCS6	27.0
0	BORCS7	1571.5
0	BRAF	1060.6666666666667
0	BRCA1	285.1666666666667
0	BRD3	2005.6666666666667
0	BRD4	1501.3333333333333
0	BRDT	52.833333333333336
0	BRI3	345.1666666666667
0	BRI3BP	563.5
0	BRMS1	1366.3333333333333
0	BRMS1L	191.66666666666666
0	BRPF3	116.66666666666667
0	BRWD1	1339.6666666666667
0	BSN	8.833333333333334
0	BTBD11	190.83333333333334
0	BTBD3	109.5
0	BTBD7	1126.1666666666667
0	BTF3L4	1991.1666666666667
0	BTK	129.66666666666666
0	BTLA	44.666666666666664
0	BTN1A1	0.5
0	BTNL10	1.1666666666666667
0	BTNL8	2.8333333333333335
0	BUB1	35.0
0	C10orf53	3.1666666666666665
0	C10orf67	37.166666666666664
0	C10orf82	120.66666666666667
0	C10orf88	213.16666666666666
0	C11orf24	99.66666666666667
0	C11orf94	1.6666666666666667
0	C12orf10	996.1666666666666
0	C12orf42	1.0
0	C12orf54	5.666666666666667
0	C12orf56	3.3333333333333335
0	C12orf57	1419.5
0	C12orf65	3075.3333333333335
0	C12orf66	285.3333333333333
0	C12orf71	10.333333333333334
0	C15orf41	214.33333333333334
0	C15orf61	100.5
0	C16orf46	18.666666666666668
0	C16orf58	538.8333333333334
0	C16orf72	3692.5
0	C16orf74	106.0
0	C16orf87	508.5
0	C16orf96	2.3333333333333335
0	C17orf58	91.33333333333333
0	C17orf75	1240.8333333333333
0	C17orf78	0.5
0	C17orf97	2.0
0	C17orf98	3.3333333333333335
0	C17orf99	78.0
0	C19orf33	1.6666666666666667
0	C19orf54	256.5
0	C19orf67	6.0
0	C1GALT1C1	733.3333333333334
0	C1orf116	3.6666666666666665
0	C1orf127	12.166666666666666
0	C1orf158	75.83333333333333
0	C1orf159	41.0
0	C1orf167	100.33333333333333
0	C1orf198	141.33333333333334
0	C1orf21	18.666666666666668
0	C1orf216	241.83333333333334
0	C1orf50	188.5
0	C1orf52	848.0
0	C1orf53	1.0
0	C1orf54	117.0
0	C1orf56	3643.5
0	C1QB	2.8333333333333335
0	C1QL3	13.833333333333334
0	C1QTNF1	24.5
0	C1QTNF7	2.8333333333333335
0	C1R	205.5
0	C1S	58.666666666666664
0	C20orf144	26.666666666666668
0	C20orf96	188.66666666666666
0	C22orf46	238.66666666666666
0	C2CD4D	14.333333333333334
0	C2orf27A	18.666666666666668
0	C2orf83	47.666666666666664
0	C3	931.0
0	C3orf18	98.66666666666667
0	C3orf20	3.0
0	C3orf49	9.666666666666666
0	C3orf52	138.33333333333334
0	C3orf62	434.3333333333333
0	C3orf67	82.83333333333333
0	C3orf70	36.5
0	C4orf17	1.1666666666666667
0	C4orf19	143.33333333333334
0	C4orf47	22.833333333333332
0	C4orf48	9.166666666666666
0	C5	42.166666666666664
0	C5orf15	2273.8333333333335
0	C5orf60	19.0
0	C5orf63	1188.6666666666667
0	C6orf136	204.83333333333334
0	C6orf141	111.0
0	C6orf223	0.8333333333333334
0	C6orf226	130.83333333333334
0	C7orf26	67.5
0	C8G	1.3333333333333333
0	C8orf34	73.83333333333333
0	C8orf37	77.0
0	C8orf49	5.833333333333333
0	C8orf58	24.5
0	C8orf86	51.166666666666664
0	C9orf131	94.0
0	C9orf152	2.3333333333333335
0	C9orf153	11.833333333333334
0	C9orf24	8.833333333333334
0	CA12	820.5
0	CA2	2407.5
0	CA5A	1.5
0	CA5B	2052.6666666666665
0	CA5BP1	519.1666666666666
0	CA6	45.666666666666664
0	CA8	19.0
0	CAB39	1725.5
0	CAB39L	99.83333333333333
0	CABIN1	515.8333333333334
0	CABLES1	81.0
0	CABLES2	71.5
0	CABP1	23.166666666666668
0	CABP4	86.33333333333333
0	CABP7	9.166666666666666
0	CACNA1D	169.66666666666666
0	CACNA1E	2.0
0	CACNA1F	27.666666666666668
0	CACNA1G	3.8333333333333335
0	CACNA2D2	36.333333333333336
0	CACNA2D4	531.8333333333334
0	CACNB1	105.83333333333333
0	CACNB2	236.16666666666666
0	CACNB3	50.5
0	CACNB4	119.5
0	CACNG4	1.5
0	CADM2	4.166666666666667
0	CADPS	28.333333333333332
0	CALCOCO1	2018.1666666666667
0	CALCOCO2	4083.0
0	CALCRL	111.66666666666667
0	CALHM2	880.1666666666666
0	CALN1	37.5
0	CAMK2D	554.5
0	CAMK2G	965.8333333333334
0	CAMK2N1	7.333333333333333
0	CAMK4	1139.3333333333333
0	CAMP	25.166666666666668
0	CAMSAP1	379.5
0	CAMTA2	687.1666666666666
0	CAND2	16.333333333333332
0	CANX	4774.5
0	CAP2	35.833333333333336
0	CAPN1	1526.3333333333333
0	CAPN10	72.33333333333333
0	CAPN14	5.833333333333333
0	CAPN2	230.33333333333334
0	CAPN3	36.666666666666664
0	CAPN5	23.833333333333332
0	CAPN6	4.0
0	CAPN8	6.333333333333333
0	CAPNS1	1294.8333333333333
0	CAPS	1079.1666666666667
0	CAPS2	109.16666666666667
0	CAPZB	3789.1666666666665
0	CARD10	15.833333333333334
0	CARD8	3153.5
0	CARM1	20.666666666666668
0	CARNMT1	494.5
0	CASK	1301.5
0	CASP12	1.6666666666666667
0	CASP2	5795.333333333333
0	CASP4	3612.1666666666665
0	CASQ1	16.333333333333332
0	CASR	55.666666666666664
0	CAST	1730.1666666666667
0	CASZ1	69.33333333333333
0	CATIP	90.66666666666667
0	CATSPER1	334.8333333333333
0	CATSPERG	242.33333333333334
0	CAV1	6.666666666666667
0	CAV2	50.333333333333336
0	CBFA2T3	27.5
0	CBFB	1107.6666666666667
0	CBLB	2737.6666666666665
0	CBR1	425.8333333333333
0	CBR4	959.5
0	CBX2	1.3333333333333333
0	CBX6	6332.333333333333
0	CBX7	429.3333333333333
0	CBX8	52.666666666666664
0	CBY3	7.333333333333333
0	CC2D1B	1274.8333333333333
0	CC2D2A	191.66666666666666
0	CCDC102A	18.166666666666668
0	CCDC106	1.3333333333333333
0	CCDC112	11.833333333333334
0	CCDC113	232.16666666666666
0	CCDC114	56.666666666666664
0	CCDC117	386.3333333333333
0	CCDC12	2049.5
0	CCDC124	481.5
0	CCDC130	509.3333333333333
0	CCDC136	55.166666666666664
0	CCDC138	300.3333333333333
0	CCDC14	555.1666666666666
0	CCDC144CP	74.5
0	CCDC146	156.83333333333334
0	CCDC149	104.83333333333333
0	CCDC15	82.66666666666667
0	CCDC152	176.33333333333334
0	CCDC153	66.83333333333333
0	CCDC154	3.3333333333333335
0	CCDC155	3.0
0	CCDC167	662.0
0	CCDC168	22.0
0	CCDC17	5.833333333333333
0	CCDC171	443.3333333333333
0	CCDC18	482.6666666666667
0	CCDC180	398.0
0	CCDC183	8.333333333333334
0	CCDC22	152.83333333333334
0	CCDC27	69.66666666666667
0	CCDC28A	1130.0
0	CCDC33	1.5
0	CCDC47	875.5
0	CCDC57	946.3333333333334
0	CCDC6	216.16666666666666
0	CCDC73	1.0
0	CCDC74A	18.5
0	CCDC8	63.833333333333336
0	CCDC81	213.66666666666666
0	CCDC83	10.333333333333334
0	CCDC84	450.5
0	CCDC85B	23.833333333333332
0	CCDC85C	151.5
0	CCDC86	365.1666666666667
0	CCDC88B	289.1666666666667
0	CCDC91	950.3333333333334
0	CCL1	148.0
0	CCL15	5.666666666666667
0	CCL16	85.66666666666667
0	CCL19	12.166666666666666
0	CCL20	2142.6666666666665
0	CCL22	433.0
0	CCL25	6.833333333333333
0	CCL27	0.5
0	CCL3	26.666666666666668
0	CCL3L3	2.0
0	CCL4L2	75.16666666666667
0	CCM2	989.0
0	CCNA2	49.833333333333336
0	CCNB2	26.833333333333332
0	CCNB3	6.5
0	CCND3	2174.1666666666665
0	CCNE1	9.666666666666666
0	CCNF	192.5
0	CCNT1	1463.1666666666667
0	CCNT2	1686.1666666666667
0	CCNY	664.5
0	CCR1	279.5
0	CCR10	5.333333333333333
0	CCR2	40.666666666666664
0	CCR3	20.666666666666668
0	CCR5	37.833333333333336
0	CCR9	7.333333333333333
0	CCRL2	128.66666666666666
0	CCSAP	440.1666666666667
0	CCSER2	635.6666666666666
0	CCT6P3	443.3333333333333
0	CD151	1102.0
0	CD163	74.33333333333333
0	CD19	1.3333333333333333
0	CD1C	2.1666666666666665
0	CD200	398.0
0	CD22	217.83333333333334
0	CD274	26.333333333333332
0	CD276	127.0
0	CD300A	419.5
0	CD300C	905.5
0	CD300E	13.5
0	CD300LB	6.333333333333333
0	CD300LD	13.166666666666666
0	CD300LF	9715.666666666666
0	CD320	591.5
0	CD34	107.33333333333333
0	CD36	47.5
0	CD38	361.0
0	CD4	14.666666666666666
0	CD40	213.16666666666666
0	CD40LG	488.5
0	CD5	17.166666666666668
0	CD6	31.833333333333332
0	CD63	8578.333333333334
0	CD79A	756.1666666666666
0	CD79B	631.3333333333334
0	CD81	1876.0
0	CD86	4.166666666666667
0	CD8A	5.166666666666667
0	CD9	95.5
0	CD99	3708.5
0	CDADC1	517.1666666666666
0	CDC14B	74.66666666666667
0	CDC16	387.1666666666667
0	CDC20	28.5
0	CDC20B	66.5
0	CDC25A	4.666666666666667
0	CDC25B	383.0
0	CDC27	880.6666666666666
0	CDC37L1	295.1666666666667
0	CDC42	19971.166666666668
0	CDC42BPB	17.833333333333332
0	CDC42EP1	16.833333333333332
0	CDC42EP4	8.0
0	CDC7	197.5
0	CDCA4	44.5
0	CDCA7L	72.0
0	CDH10	1.5
0	CDH13	57.5
0	CDH15	43.0
0	CDH17	23.0
0	CDH2	9.666666666666666
0	CDH20	1.8333333333333333
0	CDH4	5.666666666666667
0	CDH6	38.166666666666664
0	CDH7	57.0
0	CDH9	8.166666666666666
0	CDHR3	18.833333333333332
0	CDHR4	174.66666666666666
0	CDIP1	1298.5
0	CDIPT	207.66666666666666
0	CDK10	3489.6666666666665
0	CDK12	1334.5
0	CDK13	1977.3333333333333
0	CDK15	3.1666666666666665
0	CDK16	228.66666666666666
0	CDK5	284.8333333333333
0	CDK5R1	154.16666666666666
0	CDK5RAP2	1038.0
0	CDKAL1	1021.6666666666666
0	CDKL5	447.3333333333333
0	CDKN1A	735.6666666666666
0	CDKN1C	11.666666666666666
0	CDKN2D	129.0
0	CDKN3	25.333333333333332
0	CDRT1	7.166666666666667
0	CDRT15	4.0
0	CDRT4	58.5
0	CDT1	90.0
0	CDYL2	65.83333333333333
0	CEACAM1	366.1666666666667
0	CEACAM19	193.83333333333334
0	CEACAM21	1073.5
0	CEACAM3	12.666666666666666
0	CEACAM6	22.166666666666668
0	CEBPB	24.333333333333332
0	CEBPD	12.833333333333334
0	CEBPG	119.16666666666667
0	CELA2A	162.5
0	CELF5	25.333333333333332
0	CELF6	41.833333333333336
0	CELSR2	7.0
0	CELSR3	166.0
0	CENPA	3.1666666666666665
0	CENPB	141.5
0	CENPC	2209.0
0	CENPI	15.833333333333334
0	CENPM	55.166666666666664
0	CENPW	94.83333333333333
0	CEP126	189.83333333333334
0	CEP170B	10.666666666666666
0	CEP170P1	19.5
0	CEP192	691.5
0	CEP44	405.3333333333333
0	CEP55	24.5
0	CEP57	1704.1666666666667
0	CEP63	1487.5
0	CEP70	189.5
0	CEP85	327.3333333333333
0	CERK	1552.6666666666667
0	CERS2	1222.8333333333333
0	CES3	11.666666666666666
0	CETP	36.333333333333336
0	CFAP20	1264.6666666666667
0	CFAP221	187.0
0	CFAP53	7.333333333333333
0	CFAP69	213.0
0	CFAP77	0.3333333333333333
0	CFD	5.833333333333333
0	CFH	560.5
0	CFHR1	20.666666666666668
0	CFHR2	92.16666666666667
0	CFI	67.16666666666667
0	CFP	22.833333333333332
0	CFTR	17.0
0	CGA	11.833333333333334
0	CGN	12.666666666666666
0	CGNL1	59.0
0	CGREF1	3.8333333333333335
0	CH25H	175.16666666666666
0	CHAC1	13.166666666666666
0	CHADL	2.5
0	CHAF1B	496.0
0	CHAMP1	247.16666666666666
0	CHCHD10	7.833333333333333
0	CHCHD2	3088.6666666666665
0	CHCHD5	1726.6666666666667
